LEXEME	REPLACEMENT	COMMENT
˨˦ lāi ˧ k’on ˧ dī	lāi˨˦k’on˧dī˧	swap tones
˦ kōn ˨˦ lī (˦ tàṅ ˨˦ lai)	kōn˦lī˨˦	swap tones
˦˥ kàk ˨˩ ṅüöi ˦˥ tōt	kàk˦˥ṅüöi˨˩tōt˦˥	swap tones
˧ φa ˨˦ ša ˧ a ˨˦ ɣē = θī (or ˧ la = p’a)	φa˧ša˨˦a˧θī=ɣē˨˦	swap tones
= pɣā ˧ a = ɣā (or = ɣā) ˧ tàpā	pɣā=ɣā=a˧tàpā˧	swap tones
˦˥ oa ˦˥ k’oa ˨˩ mōn gooṅ	oa˦˥k’oa˦˥gooṅmōn˨˩	swap tones
˨˩ mai ˦˥ šam ˨˩ miēn ˨˦ chʸàṅ ˨˦ luṅ	mai˨˩šam˦˥miēn˨˩chʸàṅ˨˦luṅ˨˦	swap tones
˦˨ ts’o ˨˦ cha ˨˦ še (or ˨˦ dzö)	ts’o˦˨cha˨˦še˨˦	swap tones
˦˨ ts’u ˨˦ cha (hi°)	ts’u˦˨cha˨˦	swap tones
˦˨ tsa ˨˦ tsyo	tsa˦˨tsyo˨˦	swap tones
˨˩ mä ˨˩ beṅ ta ˧ mī ˧ s’ā dàᵏ	mä˨˩tabeṅ˨˩mī˧dàᵏs’ā˧	swap tones
yōk ˨˩ yā ˨˩ kōṅ tui°	yōkyā˨˩tui°kōṅ˨˩	swap tones
yauk ˨˩ tyā ˨˩ gauṅ ˥˦ do°	yauktyā˨˩gauṅ˨˩do°˥˦	swap tones
˨˦ hau ˨˦ nü	hau˨˦nü˨˦	swap tones
˦˥ hō ˩˨ nui ˨ yan	hō˦˥nui˩˨yan˨	swap tones
˦˨ p’ū ˨˦ hñiṅ ˧ tī	p’ū˦˨hñiṅ˨˦tī˧	swap tones
˦˨ p’ū ˨˦ yiṅ ˧ dī	p’ū˦˨yiṅ˨˦dī˧	swap tones
˦˨ p’ū ˦ yiṅ ˨˦ lī	p’ū˦˨yiṅ˦lī˨˦	swap tones
˨˦ ˦˨ nö ˦˥ tōt	nö˨˦˦˨tōt˦˥	swap tones
˧ φa = mu ˧ a ˨˦ ɣē	mu=φa˧a˧ɣē˨˦	swap tones
˧ pō° ˥˦ mü ˧ a = ɣā (or = ɣā)	pō°˧mü˥˦ɣā=a˧	swap tones
˦ leṅ ˦ ˦˨ pō ˦˥ zrōṅ	leṅ˦pō˦˦˨zrōṅ˦˥	swap tones
a ˨˩ tao ˨˩ yi ˨˩ mōn gooṅ	atao˨˩yi˨˩gooṅmōn˨˩	swap tones
˨ yēt ˨˩ tao ˨˩ miēn ˦˥ šia ˨˦ luṅ	yēt˨tao˨˩miēn˨˩šia˦˥luṅ˨˦	swap tones
˨˦ a ˨˦ mä ˦˨ nö ˨˦ cha	a˨˦mä˨˦nö˦˨cha˨˦	swap tones
ma° ˦˨ cha ˦˨ mo ˨˦ cha	ma°cha˦˨mo˦˨cha˨˦	swap tones
zo° ˦˨ mä ˨˦ tsyo	zo°mä˦˨tsyo˨˦	swap tones
˨ rà ˨ mɯ̃ ˨ rà = jī	rà˨mɯ̃˨jī=rà˨	swap tones
˨˩ mä ˨˩ beṅ ˧ ī ˧ šī	mä˨˩beṅ˨˩ī˧šī˧	swap tones
˨˩ minma ˨˩ kōṅ	minma˨˩kōṅ˨˩	swap tones
˨˩ meim ˥˦ mà° ˨˩ gauṅ	meim˨˩mà°˥˦gauṅ˨˩	swap tones
˨˦ hlāI ˦˨ p’ū ˨˦ hñiṅ ˧ tī	hlāI˨˦p’ū˦˨hñiṅ˨˦tī˧	swap tones
˨˦ lāI ˦˨ p’ū ˨˦ yiṅ ˧ dī	lāI˨˦p’ū˦˨yiṅ˨˦dī˧	swap tones
˦˨ p’ū ˦ yiṅ (˦ tàṅ ˨˦ lai) ˨˦ lī	p’ū˦˨yiṅ˦lī˨˦	swap tones
˦˥ kàk ˨˦ ˦˨ nö ˦˥ tōt	kàk˦˥nö˨˦˦˨tōt˦˥	swap tones
˧ φa = mu ˧ a ˨˦ ɣē = θī (or ˧ la = p’a)	mu=φa˧a˧θī=ɣē˨˦	swap tones
˧ pō° ˥˦ mü ˧ a = ɣā (or = ɣā) ˧ ta ˥˦ p’ā	pō°˧mü˥˦ɣā=a˧ta˧p’ā˥˦	swap tones
˦˥ ao ˦˥ k’oa ˨˩ mōn ˨˩ yi gooṅ	ao˦˥k’oa˦˥mōn˨˩gooṅyi˨˩	swap tones
˨˩ mai ˦˥ šam ˨˩ miēn ˦˥ šia ˨˦ luṅ	mai˨˩šam˦˥miēn˨˩šia˦˥luṅ˨˦	swap tones
˨˦ a ˨˦ mä ˦˨ nö ˨˦ cha ˨˦ še (or ˨˦ dzö)	a˨˦mä˨˦nö˦˨cha˨˦še˨˦	swap tones
ma° ˦˨ cha ˦˨ mo ˨˦ cha(hi°)	ma°cha˦˨mo˦˨cha˨˦	swap tones
˨ rà ˨ mɯ̃ ˨ rà = jī (= bū)	rà˨mɯ̃˨jī=rà˨	swap tones
˨˩ mä ˨˩ beṅ ˧ ī ˧ šī dàᵏ	mä˨˩beṅ˨˩ī˧dàᵏšī˧	swap tones
˨˩ min ma kōṅ tui°	tui°kōṅmamin˨˩	swap tones
˨˩ meim ˥˦ mà° ˨˩ gauṅ ˥˦ do°	meim˨˩mà°˥˦gauṅ˨˩do°˥˦	swap tones
˨ pu ˨˦ hau ˦ hai	pu˨hau˨˦hai˦	swap tones
˨ m ˦˥ hō ˨ nam ˦˥ tsai	m˨hō˦˥nam˨tsai˦˥	swap tones
˨ tek ˦˨ p’ū ˧ jāi ˦˨ mai ˧ tī	tek˨p’ū˦˨jāi˧mai˦˨tī˧	swap tones
˨ deᵏ ˦˨ p’ū ˧ ch’āi ˦˨ mai ˧ dī	deᵏ˨p’ū˦˨ch’āi˧mai˦˨dī˧	swap tones
˦˨ luk ˦ sai ˨ ån ˥˦ hai	luk˦˨sai˦ån˨hai˥˦	swap tones
˧ kon ˧ trai ˨˦ ˦˨ yü	kon˧trai˧yü˨˦˦˨	swap tones
= p’ō = θa ˧ a ˨˦ öṅ	θa=p’ō=a˧öṅ˨˦	swap tones
˧ p’ō ˥˦ θā ˧ pō° ˧ k’wā ˧ a ˧ ö (or ˧ ö)	p’ō˧θā˥˦pō°˧k’wā˧a˧ö˧	swap tones
˦˥ mē ˦ tō ˦ chi ˦˥ zrōṅ	mē˦˥tō˦chi˦zrōṅ˦˥	swap tones
a ˨˩ tao ˦˥ sāy ˦˥ ma gooṅ	atao˨˩sāy˦˥gooṅma˦˥	swap tones
˨ yēt ˨˩ tao tōn ˦5 mai ˨˦ luṅ	yēt˨tōntao˨˩mai˦5luṅ˨˦	swap tones
˨˦ za ˦˨ žu ˦˨ za ˧ ñⁱ ˨˦ sē	za˨˦žu˦˨za˦˨ñⁱ˧sē˨˦	swap tones
zo°p’o° ˨ ni ˨˦ k’yē	zo°p’o°ni˨k’yē˨˦	swap tones
zo° ˨˦ yē	zo°yē˨˦	swap tones
˧ à ˧ bī ˨ mà = jī	à˧bī˧jī=mà˨	swap tones
yōk ˨˩ yā ka ˨˩ lē ˨˩ ch’ui	yōkkayā˨˩lē˨˩ch’ui˨˩	swap tones
yauk ˨˩ tyā ga ˨˩ le a ˨˩ s’o	yaukgatyā˨˩ale˨˩s’o˨˩	swap tones
˨ pu ˨˦ hau ˨˦ nü ˦ hai	pu˨hau˨˦nü˨˦hai˦	swap tones
˨ m ˦˥ hō ˩˨ nui ˦˥ tsai	m˨hō˦˥nui˩˨tsai˦˥	swap tones
˨ tek ˦˨ p’ū ˨˦ hñiṅ ˦˨ mai ˧ tī	tek˨p’ū˦˨hñiṅ˨˦mai˦˨tī˧	swap tones
˨ deᵏ ˦˨ p’ū ˨˦ yiṅ ˦˨ mai ˧ dī	deᵏ˨p’ū˦˨yiṅ˨˦mai˦˨dī˧	swap tones
˦˨ mà ˦ yiṅ ˨ ån ˥˦ hai	mà˦˨yiṅ˦ån˨hai˥˦	swap tones
˧ kon ˦˥ gai ˨˦ ˦˨ yü	kon˧gai˦˥yü˨˦˦˨	swap tones
= p’ō = mu ˧ a ˨˦ öṅ	mu=p’ō=a˧öṅ˨˦	swap tones
˧ pō° ˥˦ mü ˧ pō ˥˦ θā ˧ a ˧ ö (or ˧ ö)	pō°˧mü˥˦pō˧θā˥˦a˧ö˧	swap tones
˦˥ mē ˦ ns’ai ˦ chi ˦˥ zrōṅ	mē˦˥ns’ai˦chi˦zrōṅ˦˥	swap tones
a ˨˩ tao ˨˩ mōn ˦˥ šia ˦˥ ma gooṅ	atao˨˩mōn˨˩šia˦˥gooṅma˦˥	swap tones
˨ yēt ˨˩ tao ˦˥ šia ˦˥ mai ˨˦ luṅ	yēt˨tao˨˩šia˦˥mai˦˥luṅ˨˦	swap tones
˨˦ a ˨˦ mä ˧ ñⁱ ˦˨ sē	a˨˦mä˨˦ñⁱ˧sē˦˨	swap tones
˨ a ˦˨ mä ˨ ni ˨˦ k’yē	a˨mä˦˨ni˨k’yē˨˦	swap tones
zo° ˦˨ mä ˦˨ lē ˨˦ yē	zo°mä˦˨lē˦˨yē˨˦	swap tones
˦ à ˨ mī ˨ mà = jī	à˦mī˨jī=mà˨	swap tones
˨˩ minma ka ˨˩ lē ˨˩ ch’ui	kaminma˨˩lē˨˩ch’ui˨˩	swap tones
˨˩ meim ˥˦ mà° ga ˨˩ le a ˨˩ s’o	meim˨˩gamà°˥˦ale˨˩s’o˨˩	swap tones
˧ kau	kau˧	swap tones
˦ k’ō	k’ō˦	swap tones
˨˦ sūṅ	sūṅ˨˦	swap tones
˨˦ s’ūṅ	s’ūṅ˨˦	swap tones
˧ kao	kao˧	swap tones
˨ t’å	t’å˨	swap tones
˧ t’å	t’å˧	swap tones
˦ ˦˨ ša	ša˦˦˨	swap tones
˦ mō	mō˦	swap tones
˧ mū	mū˧	swap tones
˥˦ myàṅ° (? tone)	myàṅ°˥˦	swap tones
˥˦ myin°	myin°˥˦	swap tones
˦˨ sāṅ	sāṅ˦˨	swap tones
˨˦ sāṅ	sāṅ˨˦	swap tones
˩˨ šöṅ	šöṅ˩˨	swap tones
˦˨ k’āṅ ˦ pon	k’āṅ˦˨pon˦	swap tones
˦˨ k’àṅ ˦ bon	k’àṅ˦˨bon˦	swap tones
˨˦ nā	nā˨˦	swap tones
˧ kào	kào˧	swap tones
˧ lö ˦ t’ā°	lö˧t’ā°˦	swap tones
˦ šö̌ü	šö̌ü˦	swap tones
˦˥ gō ˦˥ chʸāy (above)	gō˦˥chʸāy˦˥	swap tones
˦˥ gua ˦˥ chʸāy (above)	gua˦˥chʸāy˦˥	swap tones
˦ a ˦˨ kē ˦ o	a˦kē˦˨o˦	swap tones
˦˨ k’a	k’a˦˨	swap tones
˦ na ˨ sö (above)	na˦sö˨	swap tones
˨ t’ǎ ˦ sī (above)	t’ǎ˨sī˦	swap tones
˥˦ utā̃	utā̃˥˦	swap tones
˦˨ hsya	hsya˦˨	swap tones
˦˨ hyā	hyā˦˨	swap tones
˦˨ hā	hā˦˨	swap tones
˨˩ hā	hā˨˩	swap tones
˨˩ låᵏ	låᵏ˨˩	swap tones
˦˨ tai	tai˦˨	swap tones
˦˨ taụ	taụ˦˨	swap tones
˦˥ düöi	düöi˦˥	swap tones
˨˦ laṅ	laṅ˨˦	swap tones
˦ ˦˨ chʸē	chʸē˦˦˨	swap tones
goa ˦˥ di (below)	goadi˦˥	swap tones
˦˥ gua ˦˥ dia (below)	gua˦˥dia˦˥	swap tones
˨˦ ch’o ˨˦ t’o	ch’o˨˦t’o˨˦	swap tones
˦˨ po	po˦˨	swap tones
˨˦ jo	jo˨˦	swap tones
˦˨ nä	nä˦˨	swap tones
˦˨ tö	tö˦˨	swap tones
˧ da ˨ sö (below)	da˧sö˨	swap tones
˨ wū ˦ sī ˧ mū	wū˨sī˦mū˧	swap tones
˩˨ hēṭ’ā̃	hēṭ’ā̃˩˨	swap tones
˩˨ ēṫ’ā̃	ēt’ā̃	swap tones
˦˨ chin	chin˦˨	swap tones
˨˩ kan	kan˨˩	swap tones
˩˨ k’an	k’an˩˨	swap tones
˨ māi	māi˨	swap tones
˦˨ klai	klai˦˨	swap tones
kai (? ˦˨ kai)	kai	swap tones
˨˦ sàm	sàm˨˦	swap tones
˨˩ gàn	gàn˨˩	swap tones
˦ bū	bū˦	swap tones
˦ bū°	bū°˦	swap tones
˦ yē	yē˦	swap tones
˦ ti	ti˦	swap tones
˦ ṅö̌ü	ṅö̌ü˦	swap tones
yiēm ˦˥ fat	yiēmfat˦˥	swap tones
˦ ki	ki˦	swap tones
˨ mi a°vi°	a°vi°mi˨	swap tones
˨ nɯ (to be near)	nɯ˨	swap tones
˨˩ ṅī	ṅī˨˩	swap tones
˨˩ ni	ni˨˩	swap tones
˨˦ yüan	yüan˨˦	swap tones
˩˨ yün	yün˩˨	swap tones
˧ klai	klai˧	swap tones
kai (? ˨˦ kai)	kai	swap tones
˨˦ kai	kai˨˦	swap tones
˧ sà	sà˧	swap tones
˨˦ yaiṅ	yaiṅ˨˦	swap tones
˦˥ ndē	ndē˦˥	swap tones
˨˦ kou	kou˨˦	swap tones
˧ mⁱ ˨˦ vi	mⁱ˧vi˨˦	swap tones
˨ mi vi°	vi°mi˨	swap tones
˨ ɯ (to be far)	ɯ˨	swap tones
˨˩ wē	wē˨˩	swap tones
˨˩ we	we˨˩	swap tones
˨ ch’yen	ch’yen˨	swap tones
˨ tsīn	tsīn˨	swap tones
˨ ts’īn ˨˩ min	ts’īn˨min˨˩	swap tones
˨ ts’īn ˨˩ pīn	ts’īn˨pīn˨˩	swap tones
˦˨ k’āṅ ˦˨ nā	k’āṅ˦˨nā˦˨	swap tones
˦˨ k’àṅ ˦˨ nā	k’àṅ˦˨nā˦˨	swap tones
˨ p’ai ˦˨ nā	p’ai˨nā˦˨	swap tones
˦˥ trüök	trüök˦˥	swap tones
˦ mē° ˨ ya	mē°˦ya˨	swap tones
˧ mä° ˧ ñā	mä°˧ñā˧	swap tones
˧ lö ˧ ñā	lö˧ñā˧	swap tones
˦ ˦˨ tāǒ ˦ ˦˨ ndē	tāǒ˦˦˨ndē˦˦˨	swap tones
yyem ˦˥ hiēn	yyemhiēn˦˥	swap tones
˦˨ ṅ’e ˦ che	ṅ’e˦˨che˦	swap tones
˨ cha	cha˨	swap tones
˨ ki rö°	rö°ki˨	swap tones
˨ ki gö°	gö°ki˨	swap tones
˦ a ˦˨ hö	a˦hö˦˨	swap tones
˦ ǎ ˨ và° ˦ sī	ǎ˦và°˨sī˦	swap tones
˥˦ še°	še°˥˦	swap tones
˦˨ hō	hō˦˨	swap tones
˨˩ hau	hau˨˩	swap tones
˨˩ hay ˨˩ pīn	hay˨˩pīn˨˩	swap tones
˦˨ k’āṅ ˨˦ hlàṅ	k’āṅ˦˨hlàṅ˨˦	swap tones
˦˨ k’àṅ ˨˦ làṅ	k’àṅ˦˨làṅ˨˦	swap tones
˨ p’ai ˨˦ làṅ	p’ai˨làṅ˨˦	swap tones
˨˩ dàṅ-šau	dàṅ-šau˨˩	swap tones
˧ lö …˧ a ˦ laṅ°˨ k’aiṅ	lö˧a…˧k’aiṅ˦laṅ°˨	swap tones
˧ lö ˦˨ lå ˧ k’ī	lö˧lå˦˨k’ī˧	swap tones
˦ ndrö̌ü	ndrö̌ü˦	swap tones
˦ ˦˨ tāǒ ˦ kraṅ	tāǒ˦˦˨kraṅ˦	swap tones
˨˩ ka ˨˦ raṅ	ka˨˩raṅ˨˦	swap tones
yēm ˨˩ ka ˨˦ daṅ	yēmka˨˩daṅ˨˦	swap tones
˦˨ ṅa ˧ ko	ṅa˦˨ko˧	swap tones
˦˨ na ˧ ko	na˦˨ko˧	swap tones
˨˦ du ˧ mä	du˨˦mä˧	swap tones
˦ no ˨ kō	no˦kō˨	swap tones
˦ ka ˦˨ ñi	ka˦ñi˦˨	swap tones
˦ kǎ ˦ nǎ ˦ sī	kǎ˦nǎ˦sī˦	swap tones
˨ sui	sui˨	swap tones
˧ šui	šui˧	swap tones
˨ šui	šui˨	swap tones
˦ pīn	pīn˦	swap tones
˦˨ p’ū ˧ tai	p’ū˦˨tai˧	swap tones
˧ grai	grai˧	swap tones
˦˨ p’ū ˧ dai	p’ū˦˨dai˧	swap tones
˧ k’rai	k’rai˧	swap tones
˨˦ paụ	paụ˨˦	swap tones
˧ ai	ai˧	swap tones
˧ pa ˨ la	pa˧la˨	swap tones
˧ ma = tā	tā=ma˧	swap tones
˦˥ tü ˦ tü	tü˦˥tü˦	swap tones
˦˥ tō ˦ tü	tō˦˥tü˦	swap tones
˦ leṅ ˦ tǖ	leṅ˦tǖ˦	swap tones
˨˦ ha ˨˩ tāu	ha˨˦tāu˨˩	swap tones
˨˦ hai ˨˩ tāu	hai˨˦tāu˨˩	swap tones
˨˦ a ˧ sa	a˨˦sa˧	swap tones
a° ˦˨ sö	a°sö˦˨	swap tones
ka° ˦˨ sö	ka°sö˦˨	swap tones
a° ˨ di ˨ dö	a°di˨dö˨	swap tones
˨ à = mà	mà=à˨	swap tones
ha ˨˩ mä ˨˩ gā	hamä˨˩gā˨˩	swap tones
ba ˧ du ˨˩ lä	badu˧lä˨˩	swap tones
˨˦ san	san˨˦	swap tones
˨˦ śan	śan˨˦	swap tones
˨ šui ˨ hå	šui˨hå˨	swap tones
˧ ǎrai	ǎrai˧	swap tones
˨˦ s’àṅ	s’àṅ˨˦	swap tones
˨˩ náo	náo˨˩	swap tones
˧ ma = nå = lai	lai=nå=ma˧	swap tones
˧ ma = nü ˥˦ lä	nü=ma˧lä˥˦	swap tones
˦ tō ˦ tü	tō˦tü˦	swap tones
˦ to ˦ chi	to˦chi˦	swap tones
˦ daṅ ˦ chi	daṅ˦chi˦	swap tones
˦ chʸi	chʸi˦	swap tones
˨˦ hai ˨˦ yuṅ	hai˨˦yuṅ˨˦	swap tones
˦˥ hai ˨˦ yuṅ	hai˦˥yuṅ˨˦	swap tones
˧ a ˧ mⁱ	a˧mⁱ˧	swap tones
a° ˨ mi	a°mi˨	swap tones
ka° ˨ mi	ka°mi˨	swap tones
a° ˨ tsa	a°tsa˨	swap tones
a° ˨ ma	a°ma˨	swap tones
˦ à ˨ ši	à˦ši˨	swap tones
ha ˧ màṅ ˨˩ gā	hamàṅ˧gā˨˩	swap tones
˧ bā ˨˩ lä	bā˧lä˨˩	swap tones
˦˨ wä ˨˦ san ˨˦ må	wä˦˨san˨˦må˨˦	swap tones
˦ yan ˨ hå	yan˦hå˨	swap tones
˧ dāṁ ˧ mai	dāṁ˧mai˧	swap tones
˨ hētu ˧ tai	hētu˨tai˧	swap tones
˧ t’àm ˧ mai	t’àm˧mai˧	swap tones
˨ hēᵗ ˧ dai	hēᵗ˨dai˧	swap tones
˦ hit ˨˦ s’àṅ ˦˨ lä	hit˦s’àṅ˨˦lä˦˨	swap tones
˦˥ ko ˧ chi	ko˦˥chi˧	swap tones
˧ mwai = ba ˧ sö = nå = lai	ba=mwai˧lai=nå=sö˧	swap tones
˥˦ ba ˧ ma = nü ˥˦ lä	ba˥˦nü=ma˧lä˥˦	swap tones
˦ wa ˦ le ˦ ˦˨ chʸaṅ	wa˦le˦chʸaṅ˦˦˨	swap tones
föi ˨˦ yuṅ	föiyuṅ˨˦	swap tones
fāy ˨˦ yuṅ	fāyyuṅ˨˦	swap tones
˧ k’a ˨˦ di	k’a˧di˨˦	swap tones
˧ a ˧ mⁱ ˨˦ di	a˧mⁱ˧di˨˦	swap tones
a° ˨ mi d0°	a°d0°mi˨	swap tones
ka° ˨ mi do°	ka°do°mi˨	swap tones
a° ˨ tsa ˦˨ mo	a°tsa˨mo˦˨	swap tones
˦ à ˨ šⁱ ˦ wū	à˦šⁱ˨wū˦	swap tones
˧ bā ˥˦ dyauṅ° ˨˩ lä	bā˧dyauṅ°˥˦lä˨˩	swap tones
˧ bā pyiᵗ ˥˦ lo° ˨˩ lä	pyiᵗbā˧lo°˥˦lä˨˩	swap tones
˥˦ kā de jōgā	jōgādekā˥˦	swap tones
˥˦ kēṛī galle	gallekēṛī˥˦	swap tones
˨˩ k’aᵖ	k’aᵖ˨˩	swap tones
˧ lä	lä˧	swap tones
˦ tàṅ ˦˨ lä	tàṅ˦lä˦˨	swap tones
˨˩ và	và˨˩	swap tones
˧ dai	dai˧	swap tones
˦ då	då˦	swap tones
˦ då°	då°˦	swap tones
˦ ha	ha˦	swap tones
˦ t’a	t’a˦	swap tones
kö ˦˥ lon	kölon˦˥	swap tones
˨ tuk ˦˥ lon	tuk˨lon˦˥	swap tones
˦˨ lä	lä˦˨	swap tones
ᵃ ˧ bye	ᵃbye˧	swap tones
˨ lo (with)	lo˨	swap tones
˥˦ hniṅ°	hniṅ°˥˦	swap tones
˦˨ tan	tan˦˨	swap tones
˨˩ tān	tān˨˩	swap tones
˨˩ tān ˨˩ hai	tān˨˩hai˨˩	swap tones
˨ tä ˦˨ wā	tä˨wā˦˨	swap tones
˦ naụ ˦˨ wā	naụ˦wā˦˨	swap tones
˨˩ mà	mà˨˩	swap tones
˧ lā ˨ naṅ	lā˧naṅ˨	swap tones
˦˨ mē	mē˦˨	swap tones
˥˦ bā ˥˦ s’ā	bā˥˦s’ā˥˦	swap tones
˨˦ di ˦ nä	di˨˦nä˦	swap tones
˨ nà	nà˨	swap tones
šui šau ˨˩ lañ	šaušuilañ˨˩	swap tones
˥˦ θo° ˨˩ δå ˨˩ le	θo°˥˦δå˨˩le˨˩	swap tones
˦˨ szᵃ	szᵃ˦˨	swap tones
˦˨ ših	ših˦˨	swap tones
˨˩ šī	šī˨˩	swap tones
˨˩ hai	hai˨˩	swap tones
˨ chǎ	chǎ˨	swap tones
˦˨ saụ ˥˦ yau	saụ˦˨yau˥˦	swap tones
˦˥ ko	ko˦˥	swap tones
˧ mwai	mwai˧	swap tones
˦˨ mè	mè˦˨	swap tones
˥˦ ö	ö˥˦	swap tones
˦ ˦˨ yāǒ	yāǒ˦˦˨	swap tones
˨˦ chʸāy	chʸāy˨˦	swap tones
˨˦ chʸāy ˦˥ a	chʸāy˨˦a˦˥	swap tones
˦˨ ya	ya˦˨	swap tones
ē° ˦˨ da	ē°da˦˨	swap tones
˨ i ˨˦ di	i˨di˨˦	swap tones
= ṅà ˧ lå	ṅà=lå˧	swap tones
˧ chī ˧ mā	chī˧mā˧	swap tones
˨˩ e	e˨˩	swap tones
˨˩ eṅ	eṅ˨˩	swap tones
houᵏ ˥˦ kä°	houᵏkä°˥˦	swap tones
ö ˨˦ ȫ	öȫ˨˦	swap tones
˨ pu ˦˨ ših	pu˨ših˦˨	swap tones
˦ paᵗ ˨˩ šī	paᵗ˦šī˨˩	swap tones
˨ m ˨˩ hai	m˨hai˨˩	swap tones
˦˨ mai	mai˦˨	swap tones
˨ plau	plau˨	swap tones
˨ àm ˦˨ saụ ˦ kwai	àm˨saụ˦˨kwai˦	swap tones
˧ k’ōṅ	k’ōṅ˧	swap tones
˧ mwai ˦ ē°	mwai˧ē°˦	swap tones
˧ ta ˦˨ me ˥˦ ba	ta˧me˦˨ba˥˦	swap tones
˦ chi ˦ ˦˨ yāǒ	chi˦yāǒ˦˦˨	swap tones
˦˥ mai ˨˦ chʸāy	mai˦˥chʸāy˨˦	swap tones
˦˥ ma ˨˦ chʸāy	ma˦˥chʸāy˨˦	swap tones
˨˦ ma	ma˨˦	swap tones
˨ mā	mā˨	swap tones
ma hut ˨˩ b’ū	hutmab’ū˨˩	swap tones
mā houᵏ ˨˩ p’ū	houᵏmāp’ū˨˩	swap tones
˥˦ nēī̃	nēī̃˥˦	swap tones
˦˨ k’ü	k’ü˦˨	swap tones
˥˦ hui	hui˥˦	swap tones
˧ pai	pai˧	swap tones
˨˦ pai	pai˨˦	swap tones
˨ kwā	kwā˨	swap tones
˧ di	di˧	swap tones
˨˦ le	le˨˦	swap tones
˦ hä°	hä°˦	swap tones
˩˨ löǚ	löǚ˩˨	swap tones
˦ p’öǚ	p’öǚ˦	swap tones
˦ ṅgrü	ṅgrü˦	swap tones
˦ swa	swa˦	swap tones
˨˩ niṅ	niṅ˨˩	swap tones
˨˩ miñ	miñ˨˩	swap tones
˦˨ že	že˦˨	swap tones
˦˨ li	li˦˨	swap tones
˨ wo	wo˨	swap tones
˦˨ yi	yi˦˨	swap tones
˧ nàṅ	nàṅ˧	swap tones
˨˩ šwa	šwa˨˩	swap tones
˨˩ θwā	θwā˨˩	swap tones
˨˩ šiᵏ	šiᵏ˨˩	swap tones
˥˦ yåᵏ	yåᵏ˥˦	swap tones
˧ kin	kin˧	swap tones
˨˦ kin	kin˨˦	swap tones
˧ àn	àn˧	swap tones
˥˦ å	å˥˦	swap tones
˦ ˦˨ nāǒ	nāǒ˦˦˨	swap tones
˨˩ ñān	ñān˨˩	swap tones
˨˦ dza	dza˨˦	swap tones
˨ dzà	dzà˨	swap tones
˨˩ chā	chā˨˩	swap tones
˨˩ sā	sā˨˩	swap tones
˦˨ tså	tså˦˨	swap tones
˨˩ tså	tså˨˩	swap tones
˩˨ ts’å	ts’å˩˨	swap tones
˦˨ nàṅ	nàṅ˦˨	swap tones
˨˩ ṅōi	ṅōi˨˩	swap tones
˨ söṅ ˨˦ naṅ	söṅ˨naṅ˨˦	swap tones
˥˦ s’ē = nå	nå=s’ē˥˦	swap tones
˦ ˦˨ twa ˦ ˦˨ ñāǒ	twa˦˦˨ñāǒ˦˦˨	swap tones
˨˦ chʸuōi	chʸuōi˨˦	swap tones
˦˨ ku ˦˨ ñⁱ	ku˦˨ñⁱ˦˨	swap tones
˦˨ ñi	ñi˦˨	swap tones
˦˨ ni	ni˦˨	swap tones
˦˨ di ˦˨ to	di˦˨to˦˨	swap tones
˨˦ ñī ˦ tà	ñī˨˦tà˦	swap tones
˨˦ ñī ˦ nà	ñī˨˦nà˦	swap tones
˨˩ t’ouṅ	t’ouṅ˨˩	swap tones
˧ t’aiṅ	t’aiṅ˧	swap tones
˥˦ bai-	bai-˥˦	swap tones
˧˨ ṅa ˨ sza°	ṅa˧˨sza°˨	swap tones
˨ nī ˨ s’ī	nī˨s’ī˨	swap tones
˧ k’ī ˧ s’ī	k’ī˧s’ī˧	swap tones
˧ neṅ ˩˨ ňö̌ū	neṅ˧ňö̌ū˩˨	swap tones
ñi ˨ ṯs̱iep	ñiṯs̱iep˨	swap tones
˨˧ ñi ˧˨ ṯs̱’ē	ñi˨˧ṯs̱’ē˧˨	swap tones
ni° ˧˨ ṯs̱’ö	ni°ṯs̱’ö˧˨	swap tones
n’° ˧˨ ṯs̱’ö	n’°ṯs̱’ö˧˨	swap tones
˨ ñī = ṯs̱ī	ṯs̱ī=ñī˨	swap tones
hnà ˨ s’ä	hnàs’ä˨	swap tones
˥˦ vī	vī˥˦	swap tones
˨˧ wu ˨ sza°	wu˨˧sza°˨	swap tones
˩˨ ṅ ˨˩ šap	ṅ˩˨šap˨˩	swap tones
˧˨ hā ˨ sip	hā˧˨sip˨	swap tones
˧˨ hā ˧ s’ip	hā˧˨s’ip˧	swap tones
˨ nàm ˨ müöi	nàm˨müöi˨	swap tones
˧ yai ˨ s’ī	yai˧s’ī˨	swap tones
˧˨ yä ˨	yä˧˨˨	swap tones
˧ chi ˧ kö̌ü	chi˧kö̌ü˧	swap tones
˨˩ ṅāu	ṅāu˨˩	swap tones
huṅ ˨ ṯs̱iep	huṅṯs̱iep˨	swap tones
˧ ṅa ˧˨ ṯs̱’ē	ṅa˧ṯs̱’ē˧˨	swap tones
ṅo° ˧˨ ṯs̱’ö	ṅo°ṯs̱’ö˧˨	swap tones
˨ ṅwà = ṯs̱’ī	ṯs̱’ī=ṅwà˨	swap tones
˨˩ ṅā ch’ay	ch’ayṅā˨˩	swap tones
